,name,price,brand,cate_3,cate_4,review,date,tag
1076,비타민D 4000IU (6개월분) 비타민D3 임산부 어린이 성인남녀 라이프케어,14900,라이프케어,비타민제,비타민D,5037,20210223,"임산부,수유부영양제"
1077,1+1 키위몬 뉴질랜드 양태반 분말 가루 아르기닌 영양제 100캡슐,75000,,영양제,기타건강보조식품,5031,20210205,"피부에좋은영양제,선물하기좋은영양제,피부영양제,피부영양공급,가족영양제,꿀피부"
1078,"자로우 포뮬러스 자로우 도피러스 EPS 유산균, 50억 120 베지캡슐",22668,재로우포뮬러스,영양제,프로바이오틱스,5026,20191007,
1079,트루락 올케어 맘 임산부 영양제 유산균 식물성 오메가3 임신 축하 선물 비타민D 1박스,79000,트루락,영양제,프로바이오틱스,5020,20190613,
1080,차바이오 닥터프로그램 마더스 유산균 3병 6개월 냉장,36890,,영양제,프로바이오틱스,5020,20200306,
1081,내츄럴365 슈퍼 오메가-3 하프물범유 (총2병-400일분) 캐나다산,27800,내츄럴365,영양제,오메가3,5013,20090610,
1082,"비타민엔젤스 프로바이오틱스BG (LGG, BB-12균주 함유) 1개월 분 1EA",25000,비타민엔젤스,영양제,프로바이오틱스,5008,20190808,
1083,"비타민엔젤스 프로바이오틱스 BG (LGG, BB-12균주 함유) 1개월 분",25000,비타민엔젤스,영양제,프로바이오틱스,5008,20150318,
1084,종근당건강 아이클리어 루테인 지아잔틴  30캡슐  10박스,97100,아이클리어,영양제,루테인,4995,20210216,지아잔틴
1085,종근당건강 아이클리어 루테인 지아잔틴  30캡슐  1박스,9300,종근당건강,영양제,루테인,4995,20210205,지아잔틴
1086,종근당건강 [본사직영] 아이클리어 루테인지아잔틴 (눈영양제)  30캡슐  6박스,58900,아이클리어,영양제,루테인,4995,20210216,지아잔틴
1087,종근당건강 아이클리어 루테인 지아잔틴  30캡슐  3박스,25200,아이클리어,영양제,루테인,4995,20200202,지아잔틴
1088,종근당 아이클리어 루테인 지아잔틴 눈건강 프로젝트  30캡슐  7박스,68100,아이클리어,영양제,루테인,4995,20201218,지아잔틴
1089,종근당 아이클리어 루테인 지아잔틴 눈건강 프로젝트  30캡슐  9박스,88000,아이클리어,영양제,루테인,4995,20201218,지아잔틴
1090,종근당건강 [본사직영] 아이클리어 루테인지아잔틴 (눈영양제)  30캡슐  2박스,19800,아이클리어,영양제,루테인,4995,20201109,지아잔틴
1091,종근당건강 아이클리어 루테인 지아잔틴  30캡슐  8박스,77300,아이클리어,영양제,루테인,4995,20201218,지아잔틴
1092,종근당건강 [본사직영] 아이클리어 루테인지아잔틴 (눈영양제)  30캡슐  5박스,49500,아이클리어,영양제,루테인,4995,20201106,지아잔틴
1093,종근당건강 아이클리어 루테인 지아잔틴 4박스 4개월분/눈영양제  30캡슐,39600,아이클리어,영양제,루테인,4995,20210216,지아잔틴
1094,프로바이오틱스 BG 170mg x 30캡슐,25000,비타민엔젤스,영양제,프로바이오틱스,4988,20170602,
1095,"네이쳐스 웨이 Nature’s Way 포다르코, 속껍질, 1,090mg, 비건 캡슐 180정",10239,,영양제,기타건강보조식품,4956,20190807,
1096,프로바이오틱스 유산균19 2g x 30포,5840,종근당,영양제,프로바이오틱스,4948,20170428,
1097,오메가-3 700 1200mg x 60캡슐,25090,솔가,영양제,오메가3,4948,20150915,
1098,세노비스 마그네슘 284mg 90정 / 90일분,15870,세노비스,영양제,마그네슘,4946,20180416,미네랄영양제
1099,더블바이오틱스 5g x 100포,21770,BESTURE,영양제,프로바이오틱스,4942,20190805,
1100,올레아 올리렉스 스프레이 30ml 3+1,20280,올레아,영양제,기타건강보조식품,4935,20160527,
1101,"네이쳐스 엔서 Nature’s Answer 삼부커스, 블랙 엘더베리, 12,000mg, 120ml(4fl oz)",14383,,영양제,기타건강보조식품,4927,20200407,
1102,GNM자연의품격 눈건강 루테인11 6박스 (6개월분),21900,GNM자연의품격,영양제,루테인,4927,20160708,
1103,트리테라 온톤 세트 (종합비타민\u0026미네랄+오메가3\u0026옥타코사놀),75000,,비타민제,멀티비타민,4921,20170204,"약사,무코팅,수험생영양제,부모님선물,가족비타민,가족영양제"
1104,[복수할인]2개 나우푸드 마카 비오틴 아르기닌 실리마린 오메가 루테인 지아잔틴 프로폴리스,15580,나우푸드,영양제,밀크씨슬,4923,20171016,
1105,식품 미국 메디썬 비타민D 5000IU 2통/12개월분 D3 영양제,22050,,비타민제,비타민D,4923,20190703,
1106,"네이쳐스 바우티 Nature’s Bounty 에스테르-C, 1,000mg, 식물성 코팅 정제 120정",17502,,영양제,,4920,20201023,
1107,[유산균/단백질] 우리가족을 위한 건강식품 모음전,107140,,영양제,프로바이오틱스,4902,20201119,
1108,"네이쳐스 웨이 Nature’s Way 바이텍스 과일, 400mg, 베지 캡슐 320정",17544,,영양제,,4894,20201024,
1109,"네이쳐스 웨이 Nature’s Way Vitex Fruit, 400mg, 식물성 캡슐 100정",7315,,영양제,기타건강보조식품,4894,20190807,
1110,NCS 프로폴리스,29000,뉴트리코어,영양제,프로폴리스,3226,20190723,
1111,데일리베스트 루테인 1+1/플러스루테인/5중기능성/황반/캐나다완제품,36900,데일리베스트,영양제,루테인,4880,20170905,
1112,파마젠 유산균의아침 프로바이오틱스/200억/60일분,22110,파마젠,영양제,프로바이오틱스,4879,20150513,
1113,"네이쳐스 웨이 Nature’s Way 셀레늄, 200 mcg, 100 캡슐",10149,,영양제,셀레늄,4872,20190807,
1114,미국 메디썬 비타민D 5000IU 2통/12개월분 D3 영양제,21320,,비타민제,비타민D,4872,20160516,
1115,일양약품 액티브 마그네슘 플러스 비타민D 눈떨림 영양제 4개월,15300,일양약품,영양제,마그네슘,4869,20171027,
1116,자로우 도피러스 EPS 50억 유산균 120캡슐,16810,재로우포뮬러스,영양제,프로바이오틱스,4866,20201029,
1117,나우푸드 아연 50mg 타블렛,7510,나우푸드,영양제,아연,4864,20190518,"근육강화제,단백질,헬스보충제"
1118,나노큐민 32개입 (1개월분) 수용성 커큐민 액상 강황 가루 분말 앰플,45000,나노큐민,영양제,기타건강보조식품,3038,20190327,"강황,울금,울금"
1119,모유 유래 생유산균 신바이오틱스 프로바이오틱스 프리 락토바실러스 2개월,19800,인테로,영양제,프로바이오틱스,4853,20191111,"장건강유산균,성인유산균,장에좋은유산균,장유산균,임산부유산균,여성유산균,유산균영양제,프로바이오틱스"
1120,모유 유래 생유산균 신바이오틱스 프로바이오틱스 프리 락토바실러스 2개월,19800,인테로,영양제,프로바이오틱스,4850,20210322,"장건강유산균,성인유산균,장에좋은유산균,장유산균,임산부유산균,여성유산균,유산균영양제"
1121,"닥터스 베스트 Doctor’s Best 펩탄 및 비타민C 함유 콜라겐 타입 1 및 3, 1,000mg, 180정",14926,,영양제,,4824,20200403,
1122,파미스 플래티넘 오메가3 1300 / 비타민D 1000IU 함유,21970,파미스,영양제,오메가3,4823,20130503,
1123,"[3+3] 락토퓨어 유산균/프리바이오틱스 (총 6박스, 교차선택 가능)",39900,락토퓨어,영양제,프로바이오틱스,2404,20200229,유산균
1124,"네츄럴 펙터스 Natural Factors 시트르산 마그네슘, 150 mg, 180 캡슐",13511,,영양제,마그네슘,4808,20200204,
1125,"네츄럴 펙터스 Natural Factors 마그네슘시트레이트, 150mg, 캡슐 360정",23482,,영양제,마그네슘,4808,20200207,
1126,"네츄럴 펙터스 Natural Factors 구연산마그네슘, 150mg, 캡슐 90정",7640,,영양제,마그네슘,4808,20190807,
1127,슬림플래닛 엘/L-아르기닌 맥스 2000 1개월분 활력충전,23500,슬림플래닛,영양제,기타건강보조식품,4800,20180131,"활력증진,활력을불어넣는"
1128,종근당건강 프리바이오틱스 에프오에스  5g  210개입,71900,종근당건강,영양제,프리바이오틱스,4798,20210216,"유산균,생유산균,유산균먹이,장건강,유익균"
1129,종근당건강 프리바이오틱스 에프오에스  5g  30개입,11880,종근당건강,영양제,프리바이오틱스,4798,20210205,"유산균,생유산균,유산균먹이,장건강,유익균"
1130,종근당건강 프리바이오틱스 에프오에스  5g  150개입,51900,종근당건강,영양제,프리바이오틱스,4798,20210216,"유산균,생유산균,유산균먹이,장건강,유익균"
1131,종근당건강 프리바이오틱스 에프오에스  5g  60개입,21900,종근당건강,영양제,프리바이오틱스,4798,20210216,"유산균,생유산균,유산균먹이,장건강,유익균"
1132,종근당건강 프리바이오틱스 에프오에스  5g  300개입,101900,종근당건강,영양제,프리바이오틱스,4798,20201119,"유산균,생유산균,유산균먹이,장건강,유익균"
1133,종근당건강 프리바이오틱스 에프오에스  5g  180개입,61900,종근당건강,영양제,프리바이오틱스,4798,20210216,"유산균,생유산균,유산균먹이,장건강,유익균"
1134,종근당건강 프리바이오틱스 에프오에스  5g  240개입,81900,종근당건강,영양제,프리바이오틱스,4798,20210216,"유산균,생유산균,유산균먹이,장건강,유익균"
1135,종근당건강 프리바이오틱스 에프오에스  5g  120개입,41900,종근당건강,영양제,프리바이오틱스,4798,20210216,"유산균,생유산균,유산균먹이,장건강,유익균"
1136,"KAL 마그네슘 말레이트 400, 90정",11504,,영양제,마그네슘,4798,20190807,
1137,함소아 프로폴리스 50ml X 3개,19900,함소아,영양제,프로폴리스,4792,20170710,
1138,"소라레이 Solaray 지효성 비타민 C, 1,000mg, 100정",9573,,영양제,,4791,20200709,
1139,종근당건강 프리바이오틱스 에프오에스  5g  270개입,91900,종근당건강,영양제,프리바이오틱스,4790,20210216,"유산균,생유산균,유산균먹이,장건강,유익균"
1140,"라이프 익스텐션 Life Extension 슈퍼 셀레늄 복합체와 비타민E, 200mcg, 베지 캡슐 100정",11854,,영양제,셀레늄,4788,20190807,
1141,쏘팔코사놀 쏘팔메토 전립선 지구력 옥타코사놀 1000mg 130캡슐(10무료체험),99900,쏘팔코사놀,영양제,쏘팔메토,4786,20191227,남성건강
1142,레드 크릴오일 500mg x 30캡슐,6650,GNM자연의품격,영양제,크릴오일,4786,20200106,
1143,FFB 칼슘 프리미엄 뼈에좋은 영양제 뉴트리코어 어골 임산부,39000,뉴트리코어,영양제,칼슘,4784,20190503,천연
1144,여에스더 식물성 오메가3 12박스(12개월분),151380,에스더포뮬러,영양제,오메가3,4781,20190327,
1145,쏘팔코사놀 1000mg 쏘팔메토 전립선 지구력 옥타코사놀 130캡슐 4개월분+10일무료체험 1박스,99900,쏘팔코사놀,영양제,쏘팔메토,4773,20200302,남성건강
1146,종근당건강 [종근당건강]락토핏 생유산균 골드 50포 6통+화이버 20포증정,61580,락토핏,영양제,프로바이오틱스,4769,20191205,
1147,더플로레 갱년기여성 N 미작 갱년기에좋은영양제 국내산석류,80000,더플로레,영양제,기타건강보조식품,4766,20170620,"갱년기에좋은영양제,갱년기,갱년기영양제,감마리놀렌산"
1148,칼맥 디 비타민 무기질 630mg x 360정,62300,뉴트리라이트,영양제,칼슘,4757,20190408,
1149,BYO 20억 생유산균 패밀리 비타민A  2g  200개입,64500,BYO,영양제,프로바이오틱스,4748,20210216,"키즈,가족,면역"
1150,BYO 20억 생유산균 패밀리 비타민A  2g  400개입,121500,BYO,영양제,프로바이오틱스,4748,20210113,"키즈,가족,면역"
1151,BYO 20억 생유산균 패밀리 비타민A  2g  300개입,91400,BYO,영양제,프로바이오틱스,4748,20210216,"키즈,가족,면역"
1152,BYO 20억 생유산균 패밀리 비타민A  2g  500개,282310,BYO,영양제,프로바이오틱스,4748,20210205,"키즈,가족,면역"
1153,19종 생 유산균 1.5g x 30개입,19000,닥터팡,영양제,프로바이오틱스,4741,20181127,
1154,건강한간 밀크씨슬 선물세트 밀크시슬 총 6개월분,24850,,영양제,밀크씨슬,4737,20210104,
1155,조아제약 장에 좋은 생유산균12 30포 6박스/장건강/2+노니분말,23040,조아제약,영양제,프로바이오틱스,4735,20200916,
1156,"닥터스 베스트 Doctor’s Best Digestive Enzymes, 베지 캡슐 90정",23894,,영양제,기타건강보조식품,4733,20190807,
1157,"세노비스 멀티비타민 트리플러스,키즈오메가3",26980,세노비스,비타민제,멀티비타민,4731,20140725,미네랄영양제
1158,식물성오메가3 식물성 플랙시드1100 6개월분 캐나다산,57000,웰메이드,영양제,오메가3,4724,20150710,"선물용으로좋은,몸에좋은영양제,선물하기좋은영양제,건강기능제품,오메가3"
1159,고헬씨 머슬 초록입홍합 19000 300캡슐,26900,고헬씨,영양제,기타건강보조식품,4713,20190715,"초록입홍합,초록홍합,선물용으로좋은,사랑의선물"
1160,튼튼닷컴 19종 생유산균 350mg x 120캡슐,24700,,영양제,프로바이오틱스,4713,20190705,
1161,프로메가 알티지 오메가3 듀얼 12박스(12개월분),178200,프로메가,영양제,오메가3,4711,20201210,
1162,BYO 20억 생유산균 패밀리 비타민A,34980,BYO,영양제,프로바이오틱스,4709,20210205,"키즈,가족,면역"
1163,SQ제약 생 유산균 프리바이오틱스 프로바이오틱스 신바이오틱스 캡슐,42300,,영양제,프로바이오틱스,691,20190706,
1164,트루웰 캐나다 프리미어 오메가3 1300 특가할인행사,21410,트루웰,영양제,오메가3,4687,20180621,
1165,종근당건강 종근당건강 락토핏 생유산균 골드 50포 6개(300일분),65700,락토핏,영양제,프로바이오틱스,4686,20190603,
1166,블루베리맛 프로바이오틱스 생유산균 2g x 30포,6090,종근당,영양제,프로바이오틱스,4683,20161201,
1167,퓨어 밀크씨슬 500mg x 60캡슐,12000,고려은단,영양제,밀크씨슬,4676,20190614,
1168,"나우푸드 Now Foods 아연, 50mg, 250정",9370,,영양제,아연,4664,20210313,
1169,"[ 품 질 ] 자로우 여성 유산균 펨 도피러스 50억 10억, 포뮬러스",16900,재로우포뮬러스,영양제,프로바이오틱스,4662,20210116,유산균제
1170,조아제약 장에 좋은 생유산균12 30포 6박스/장건강/2+노니분말,25900,조아제약,영양제,프로바이오틱스,4660,20190409,
1171,"컨츄리 라이프 Country Life 코엔자임 B-복합체 캡슐, 120 식물성 캡슐",27256,,영양제,코큐텐,4649,20210207,
1172,"컨츄리 라이프 Country Life 코엔자임 B-복합체 캡슐, 베지 캡슐 60정",18111,,영양제,코큐텐,4649,20190807,
1173,청정 남극바다 크릴에서 추출한 100%크릴오일 크릴56 (12개월분),328000,,영양제,크릴오일,4648,20210208,
1174,종근당건강 프로메가 알티지 장용성 오메가3 듀얼 (12박스),160200,종근당건강,영양제,오메가3,4644,20201120,
1175,하이웰 초유파우더/츄어블,65000,하이웰,영양제,기타건강보조식품,4631,20151108,
1176,"스포츠리서치 오메가3 피쉬오일 rtg 오메가3 1250mg 180젤,30젤 모음",16800,,영양제,오메가3,4621,20200911,부모님선물
1177,여에스더 식물성 오메가3 8박스(8개월분),127980,에스더포뮬러,영양제,오메가3,4619,20180110,
1178,눈에 좋은 루테인 플러스 500mg x 180캡슐,35160,안국건강,영양제,루테인,4616,20190325,
